Protein Group,Protein ID,Accession,Significance,Coverage (%),#Peptides,#Unique,PTM,S1_0 Area,S1_075 Area,S1_150 Area,S1_225 Area,S1_3 Area,S1_375 Area,S1_450 Area,S1_525 Area,S1_6 Area,S1_620 Area,S1_0 Area (top-3 peptides),S1_075 Area (top-3 peptides),S1_150 Area (top-3 peptides),S1_225 Area (top-3 peptides),S1_3 Area (top-3 peptides),S1_375 Area (top-3 peptides),S1_450 Area (top-3 peptides),S1_525 Area (top-3 peptides),S1_6 Area (top-3 peptides),S1_620 Area (top-3 peptides),Sample Profile (Ratio),0 Area,075 Area,150 Area,225 Area,3 Area,375 Area,450 Area,525 Area,6 Area,620 Area,0 Area (top-3 peptides),075 Area (top-3 peptides),150 Area (top-3 peptides),225 Area (top-3 peptides),3 Area (top-3 peptides),375 Area (top-3 peptides),450 Area (top-3 peptides),525 Area (top-3 peptides),6 Area (top-3 peptides),620 Area (top-3 peptides),Group Profile (Ratio),Avg. Mass,Description
87,97,P02656|APOC3_HUMAN,29.13,44,3,3,Oxidation (M),3.1436E4,3.9982E4,3.3109E4,4.1229E4,4.8403E4,5.4422E4,6.3892E4,6.2744E4,6.408E4,6.8038E4,3.1436E4,3.9853E4,3.3109E4,4.1229E4,4.7632E4,5.2875E4,6.1121E4,5.9702E4,6.0766E4,6.4705E4,1.00:1.27:1.05:1.31:1.52:1.68:1.94:1.90:1.93:2.06,3.1436E4,3.9982E4,3.3109E4,4.1229E4,4.8403E4,5.4422E4,6.3892E4,6.2744E4,6.408E4,6.8038E4,3.1436E4,3.9853E4,3.3109E4,4.1229E4,4.7632E4,5.2875E4,6.1121E4,5.9702E4,6.0766E4,6.4705E4,1.00:1.27:1.05:1.31:1.52:1.68:1.94:1.90:1.93:2.06,10852,Apolipoprotein C-III OS=Homo sapiens OX=9606 GN=APOC3 PE=1 SV=1
15,11,P01008|ANT3_HUMAN,28.82,56,27,27,Carbamidomethylation; Iodination,1.3929E5,1.7509E5,1.1689E5,1.452E5,2.1345E5,2.3363E5,2.3881E5,2.7606E5,2.4735E5,2.7326E5,4.5982E4,6.4186E4,4.1237E4,4.8759E4,6.6583E4,7.8825E4,7.9027E4,9.1338E4,7.6926E4,8.4619E4,1.00:1.40:0.90:1.06:1.45:1.71:1.72:1.99:1.67:1.84,1.3929E5,1.7509E5,1.1689E5,1.452E5,2.1345E5,2.3363E5,2.3881E5,2.7606E5,2.4735E5,2.7326E5,4.5982E4,6.4186E4,4.1237E4,4.8759E4,6.6583E4,7.8825E4,7.9027E4,9.1338E4,7.6926E4,8.4619E4,1.00:1.40:0.90:1.06:1.45:1.71:1.72:1.99:1.67:1.84,52602,Antithrombin-III OS=Homo sapiens OX=9606 GN=SERPINC1 PE=1 SV=1
4,4,P01023|A2MG_HUMAN,27.79,54,67,67,Carbamidomethylation; Oxidation (M); Pyro-glu from Q; Iodination; Di-Iodination,1.4591E6,1.8645E6,1.3319E6,1.4405E6,1.6843E6,1.8846E6,1.8607E6,1.9388E6,1.6934E6,1.8685E6,2.7484E5,3.7333E5,2.6855E5,2.9997E5,3.5875E5,3.8798E5,3.8448E5,4.0023E5,3.5584E5,4.1528E5,1.00:1.36:0.98:1.09:1.31:1.41:1.40:1.46:1.29:1.51,1.4591E6,1.8645E6,1.3319E6,1.4405E6,1.6843E6,1.8846E6,1.8607E6,1.9388E6,1.6934E6,1.8685E6,2.7484E5,3.7333E5,2.6855E5,2.9997E5,3.5875E5,3.8798E5,3.8448E5,4.0023E5,3.5584E5,4.1528E5,1.00:1.36:0.98:1.09:1.31:1.41:1.40:1.46:1.29:1.51,163290,Alpha-2-macroglobulin OS=Homo sapiens OX=9606 GN=A2M PE=1 SV=3
62,58,P27169|PON1_HUMAN,27.07,20,6,6,Carbamidomethylation,1.409E4,1.7335E4,1.2106E4,1.5446E4,2.2255E4,2.8177E4,2.6693E4,2.9034E4,2.3807E4,2.5763E4,1.131E4,1.401E4,9.647E3,1.2407E4,1.812E4,2.2093E4,2.1028E4,2.2357E4,1.8018E4,1.9795E4,1.00:1.24:0.85:1.10:1.60:1.95:1.86:1.98:1.59:1.75,1.409E4,1.7335E4,1.2106E4,1.5446E4,2.2255E4,2.8177E4,2.6693E4,2.9034E4,2.3807E4,2.5763E4,1.131E4,1.401E4,9.647E3,1.2407E4,1.812E4,2.2093E4,2.1028E4,2.2357E4,1.8018E4,1.9795E4,1.00:1.24:0.85:1.10:1.60:1.95:1.86:1.98:1.59:1.75,39731,Serum paraoxonase/arylesterase 1 OS=Homo sapiens OX=9606 GN=PON1 PE=1 SV=3
9,7,P01009|A1AT_HUMAN,24.11,72,40,40,Carbamidomethylation; Iodination; Di-Iodination,1.6757E6,2.1414E6,1.5589E6,1.6233E6,1.8936E6,2.1614E6,2.2982E6,2.1446E6,2.0508E6,2.1734E6,4.8907E5,6.7485E5,4.9022E5,5.1743E5,6.1424E5,6.8993E5,7.2985E5,6.9368E5,6.3722E5,7.0107E5,1.00:1.38:1.00:1.06:1.26:1.41:1.49:1.42:1.30:1.43,1.6757E6,2.1414E6,1.5589E6,1.6233E6,1.8936E6,2.1614E6,2.2982E6,2.1446E6,2.0508E6,2.1734E6,4.8907E5,6.7485E5,4.9022E5,5.1743E5,6.1424E5,6.8993E5,7.2985E5,6.9368E5,6.3722E5,7.0107E5,1.00:1.38:1.00:1.06:1.26:1.41:1.49:1.42:1.30:1.43,46737,Alpha-1-antitrypsin OS=Homo sapiens OX=9606 GN=SERPINA1 PE=1 SV=3
35,26,Q14624|ITIH4_HUMAN,23.99,25,16,16,Carbamidomethylation; Iodination,7.4541E4,8.7466E4,7.079E4,8.5404E4,1.0362E5,1.195E5,1.1904E5,1.2054E5,1.0702E5,1.1614E5,3.3362E4,4.7144E4,3.8464E4,4.7232E4,5.2776E4,5.5212E4,5.7936E4,5.5455E4,5.0994E4,5.3494E4,1.00:1.41:1.15:1.42:1.58:1.65:1.74:1.66:1.53:1.60,7.4541E4,8.7466E4,7.079E4,8.5404E4,1.0362E5,1.195E5,1.1904E5,1.2054E5,1.0702E5,1.1614E5,3.3362E4,4.7144E4,3.8464E4,4.7232E4,5.2776E4,5.5212E4,5.7936E4,5.5455E4,5.0994E4,5.3494E4,1.00:1.41:1.15:1.42:1.58:1.65:1.74:1.66:1.53:1.60,103357,Inter-alpha-trypsin inhibitor heavy chain H4 OS=Homo sapiens OX=9606 GN=ITIH4 PE=1 SV=4
40,34,P00734|THRB_HUMAN,23.97,30,12,12,Carbamidomethylation; Iodination; Di-Iodination,7.6843E4,9.8783E4,7.2174E4,8.6625E4,9.4569E4,1.0876E5,1.2173E5,1.1562E5,1.1452E5,1.2043E5,4.0368E4,5.2133E4,3.9311E4,4.7408E4,5.3393E4,5.8623E4,6.4753E4,6.253E4,6.0611E4,6.4673E4,1.00:1.29:0.97:1.17:1.32:1.45:1.60:1.55:1.50:1.60,7.6843E4,9.8783E4,7.2174E4,8.6625E4,9.4569E4,1.0876E5,1.2173E5,1.1562E5,1.1452E5,1.2043E5,4.0368E4,5.2133E4,3.9311E4,4.7408E4,5.3393E4,5.8623E4,6.4753E4,6.253E4,6.0611E4,6.4673E4,1.00:1.29:0.97:1.17:1.32:1.45:1.60:1.55:1.50:1.60,70037,Prothrombin OS=Homo sapiens OX=9606 GN=F2 PE=1 SV=2
57,52,P08697|A2AP_HUMAN,23.82,26,8,8,Oxidation (M),2.3E4,2.648E4,1.7455E4,2.3949E4,3.2326E4,3.5172E4,3.4273E4,3.4366E4,2.928E4,3.5059E4,1.423E4,1.8412E4,1.1245E4,1.5738E4,2.0488E4,2.1884E4,2.3022E4,2.2711E4,1.9129E4,2.4096E4,1.00:1.29:0.79:1.11:1.44:1.54:1.62:1.60:1.34:1.69,2.3E4,2.648E4,1.7455E4,2.3949E4,3.2326E4,3.5172E4,3.4273E4,3.4366E4,2.928E4,3.5059E4,1.423E4,1.8412E4,1.1245E4,1.5738E4,2.0488E4,2.1884E4,2.3022E4,2.2711E4,1.9129E4,2.4096E4,1.00:1.29:0.79:1.11:1.44:1.54:1.62:1.60:1.34:1.69,54566,Alpha-2-antiplasmin OS=Homo sapiens OX=9606 GN=SERPINF2 PE=1 SV=3
89,81,P01591|IGJ_HUMAN,23.67,23,4,4,Carbamidomethylation,2.3939E4,2.8786E4,2.3672E4,2.7661E4,2.7542E4,2.4721E4,2.1116E4,2.1038E4,1.9008E4,2.0773E4,2.0937E4,2.5865E4,2.1795E4,2.5208E4,2.3019E4,1.9139E4,1.7466E4,1.6335E4,1.6388E4,1.7107E4,1.00:1.24:1.04:1.20:1.10:0.91:0.83:0.78:0.78:0.82,2.3939E4,2.8786E4,2.3672E4,2.7661E4,2.7542E4,2.4721E4,2.1116E4,2.1038E4,1.9008E4,2.0773E4,2.0937E4,2.5865E4,2.1795E4,2.5208E4,2.3019E4,1.9139E4,1.7466E4,1.6335E4,1.6388E4,1.7107E4,1.00:1.24:1.04:1.20:1.10:0.91:0.83:0.78:0.78:0.82,18099,Immunoglobulin J chain OS=Homo sapiens OX=9606 GN=JCHAIN PE=1 SV=4
61,67,Q96PD5|PGRP2_HUMAN,23.12,16,7,7,Carbamidomethylation; Di-Iodination,1.003E4,1.5559E4,8.1951E3,1.2515E4,1.4664E4,1.2802E4,1.8483E4,2.2086E4,2.1025E4,2.3587E4,5.2294E3,1.1457E4,3.3115E3,7.2443E3,1.0473E4,8.5705E3,1.2437E4,1.427E4,1.3506E4,1.3313E4,1.00:2.19:0.63:1.39:2.00:1.64:2.38:2.73:2.58:2.55,1.003E4,1.5559E4,8.1951E3,1.2515E4,1.4664E4,1.2802E4,1.8483E4,2.2086E4,2.1025E4,2.3587E4,5.2294E3,1.1457E4,3.3115E3,7.2443E3,1.0473E4,8.5705E3,1.2437E4,1.427E4,1.3506E4,1.3313E4,1.00:2.19:0.63:1.39:2.00:1.64:2.38:2.73:2.58:2.55,62217,N-acetylmuramoyl-L-alanine amidase OS=Homo sapiens OX=9606 GN=PGLYRP2 PE=1 SV=1
93,71,P02748|CO9_HUMAN,22.33,8,4,4,Carbamidomethylation,3.9982E3,1.1556E4,5.5441E3,2.2313E3,2.3301E3,3.7796E3,3.778E3,4.2756E3,4.2398E3,4.0119E3,2.2428E3,8.9405E3,5.5441E3,2.2313E3,2.3301E3,3.7796E3,3.778E3,4.2756E3,4.2398E3,4.0119E3,1.00:3.99:2.47:0.99:1.04:1.69:1.68:1.91:1.89:1.79,3.9982E3,1.1556E4,5.5441E3,2.2313E3,2.3301E3,3.7796E3,3.778E3,4.2756E3,4.2398E3,4.0119E3,2.2428E3,8.9405E3,5.5441E3,2.2313E3,2.3301E3,3.7796E3,3.778E3,4.2756E3,4.2398E3,4.0119E3,1.00:3.99:2.47:0.99:1.04:1.69:1.68:1.91:1.89:1.79,63173,Complement component C9 OS=Homo sapiens OX=9606 GN=C9 PE=1 SV=2
70,93,P02775|CXCL7_HUMAN,21.82,38,5,5,Carbamidomethylation; Di-Iodination,2.7716E4,4.9136E4,3.8869E4,4.662E4,4.6393E4,4.9875E4,5.1625E4,4.937E4,4.393E4,4.7977E4,2.0649E4,3.7831E4,2.9944E4,3.6389E4,3.4693E4,3.7682E4,3.9829E4,3.6849E4,3.3766E4,3.6417E4,1.00:1.83:1.45:1.76:1.68:1.82:1.93:1.78:1.64:1.76,2.7716E4,4.9136E4,3.8869E4,4.662E4,4.6393E4,4.9875E4,5.1625E4,4.937E4,4.393E4,4.7977E4,2.0649E4,3.7831E4,2.9944E4,3.6389E4,3.4693E4,3.7682E4,3.9829E4,3.6849E4,3.3766E4,3.6417E4,1.00:1.83:1.45:1.76:1.68:1.82:1.93:1.78:1.64:1.76,13894,Platelet basic protein OS=Homo sapiens OX=9606 GN=PPBP PE=1 SV=3
145,273,Q5VT06|CE350_HUMAN,21.75,1,1,1,Carbamidomethylation; Oxidation (M),2.8742E3,3.0375E3,2.4078E3,1.8111E3,1.6028E3,2.4209E3,4.919E3,6.7258E3,7.7034E3,9.1283E3,2.8742E3,3.0375E3,2.4078E3,1.8111E3,1.6028E3,2.4209E3,4.919E3,6.7258E3,7.7034E3,9.1283E3,1.00:1.06:0.84:0.63:0.56:0.84:1.71:2.34:2.68:3.18,2.8742E3,3.0375E3,2.4078E3,1.8111E3,1.6028E3,2.4209E3,4.919E3,6.7258E3,7.7034E3,9.1283E3,2.8742E3,3.0375E3,2.4078E3,1.8111E3,1.6028E3,2.4209E3,4.919E3,6.7258E3,7.7034E3,9.1283E3,1.00:1.06:0.84:0.63:0.56:0.84:1.71:2.34:2.68:3.18,350931,Centrosome-associated protein 350 OS=Homo sapiens OX=9606 GN=CEP350 PE=1 SV=1
100,109,O14791|APOL1_HUMAN,21.47,7,3,3,,5.1815E3,6.5709E3,4.6959E3,5.4664E3,7.7716E3,9.3905E3,4.2832E3,1.0714E4,1.1758E4,1.3241E4,5.1815E3,6.5709E3,4.6959E3,5.4664E3,7.7716E3,9.3905E3,4.2832E3,1.0714E4,1.1758E4,1.3241E4,1.00:1.27:0.91:1.05:1.50:1.81:0.83:2.07:2.27:2.56,5.1815E3,6.5709E3,4.6959E3,5.4664E3,7.7716E3,9.3905E3,4.2832E3,1.0714E4,1.1758E4,1.3241E4,5.1815E3,6.5709E3,4.6959E3,5.4664E3,7.7716E3,9.3905E3,4.2832E3,1.0714E4,1.1758E4,1.3241E4,1.00:1.27:0.91:1.05:1.50:1.81:0.83:2.07:2.27:2.56,43974,Apolipoprotein L1 OS=Homo sapiens OX=9606 GN=APOL1 PE=1 SV=5
1,1,P02768|ALBU_HUMAN,21.23,88,144,144,Carbamidomethylation; Oxidation (M); Pyro-glu from Q; Iodination; Sulfonic acid on Cysteine; 3 more,6.05E7,7.7939E7,7.0464E7,8.2132E7,7.7446E7,7.9472E7,8.4239E7,8.5046E7,8.2706E7,8.2565E7,1.1849E7,1.4719E7,1.2697E7,1.5123E7,1.5274E7,1.6398E7,1.6004E7,1.7161E7,1.5993E7,1.6487E7,1.00:1.24:1.07:1.28:1.29:1.38:1.35:1.45:1.35:1.39,6.05E7,7.7939E7,7.0464E7,8.2132E7,7.7446E7,7.9472E7,8.4239E7,8.5046E7,8.2706E7,8.2565E7,1.1849E7,1.4719E7,1.2697E7,1.5123E7,1.5274E7,1.6398E7,1.6004E7,1.7161E7,1.5993E7,1.6487E7,1.00:1.24:1.07:1.28:1.29:1.38:1.35:1.45:1.35:1.39,69367,Albumin OS=Homo sapiens OX=9606 GN=ALB PE=1 SV=2
33,42,P0DOX8|IGL1_HUMAN,20.73,50,10,3,Carbamidomethylation; Iodination; Di-Iodination,9.5555E4,1.2268E5,4.831E4,1.165E5,1.2179E5,1.3211E5,1.1854E5,1.1768E5,9.9622E4,1.0068E5,9.5555E4,1.2268E5,4.831E4,1.165E5,1.2179E5,1.3211E5,1.1854E5,1.1768E5,9.9622E4,1.0068E5,1.00:1.28:0.51:1.22:1.27:1.38:1.24:1.23:1.04:1.05,9.5555E4,1.2268E5,4.831E4,1.165E5,1.2179E5,1.3211E5,1.1854E5,1.1768E5,9.9622E4,1.0068E5,9.5555E4,1.2268E5,4.831E4,1.165E5,1.2179E5,1.3211E5,1.1854E5,1.1768E5,9.9622E4,1.0068E5,1.00:1.28:0.51:1.22:1.27:1.38:1.24:1.23:1.04:1.05,22830,Immunoglobulin lambda-1 light chain OS=Homo sapiens OX=9606 PE=1 SV=1
28,41,P68871|HBB_HUMAN,20.66,97,14,6,Carbamidomethylation; Oxidation (M); Iodination; Sulfonic acid on Cysteine,1.065E5,1.3791E5,1.0549E5,1.1911E5,1.4079E5,1.6661E5,1.572E5,1.4722E5,1.3463E5,1.473E5,1.0071E5,1.3079E5,1.0137E5,1.135E5,1.3106E5,1.4067E5,1.4497E5,1.3673E5,1.2617E5,1.3869E5,1.00:1.30:1.01:1.13:1.30:1.40:1.44:1.36:1.25:1.38,1.065E5,1.3791E5,1.0549E5,1.1911E5,1.4079E5,1.6661E5,1.572E5,1.4722E5,1.3463E5,1.473E5,1.0071E5,1.3079E5,1.0137E5,1.135E5,1.3106E5,1.4067E5,1.4497E5,1.3673E5,1.2617E5,1.3869E5,1.00:1.30:1.01:1.13:1.30:1.40:1.44:1.36:1.25:1.38,15998,Hemoglobin subunit beta OS=Homo sapiens OX=9606 GN=HBB PE=1 SV=2
25,21,P04217|A1BG_HUMAN,20.54,53,17,17,Carbamidomethylation; Iodination; Iodination-W; Sulphone; Di-Iodination,2.3598E5,3.4131E5,2.0639E5,2.3997E5,2.8133E5,3.1992E5,3.4154E5,3.4479E5,3.1985E5,3.6169E5,8.7019E4,1.2663E5,6.0587E4,7.7099E4,9.4545E4,1.121E5,1.2452E5,1.2686E5,1.1731E5,1.3327E5,1.00:1.46:0.70:0.89:1.09:1.29:1.43:1.46:1.35:1.53,2.3598E5,3.4131E5,2.0639E5,2.3997E5,2.8133E5,3.1992E5,3.4154E5,3.4479E5,3.1985E5,3.6169E5,8.7019E4,1.2663E5,6.0587E4,7.7099E4,9.4545E4,1.121E5,1.2452E5,1.2686E5,1.1731E5,1.3327E5,1.00:1.46:0.70:0.89:1.09:1.29:1.43:1.46:1.35:1.53,54254,Alpha-1B-glycoprotein OS=Homo sapiens OX=9606 GN=A1BG PE=1 SV=4
48,40,P04196|HRG_HUMAN,20.52,22,12,12,Carbamidomethylation,3.4356E4,5.4204E4,4.2602E4,5.2451E4,5.5975E4,6.1656E4,4.9995E4,4.1008E4,3.872E4,4.006E4,1.6561E4,2.8917E4,2.2383E4,2.7154E4,2.6472E4,3.0371E4,3.0965E4,2.8475E4,2.6361E4,2.8967E4,1.00:1.75:1.35:1.64:1.60:1.83:1.87:1.72:1.59:1.75,3.4356E4,5.4204E4,4.2602E4,5.2451E4,5.5975E4,6.1656E4,4.9995E4,4.1008E4,3.872E4,4.006E4,1.6561E4,2.8917E4,2.2383E4,2.7154E4,2.6472E4,3.0371E4,3.0965E4,2.8475E4,2.6361E4,2.8967E4,1.00:1.75:1.35:1.64:1.60:1.83:1.87:1.72:1.59:1.75,59578,Histidine-rich glycoprotein OS=Homo sapiens OX=9606 GN=HRG PE=1 SV=1
23,29,P01876|IGHA1_HUMAN,19.75,67,18,9,Carbamidomethylation; Pyro-glu from Q; Iodination; Sulfonic acid on Cysteine; Iodination-W; Di-Iodination,5.8143E5,8.534E5,7.0002E5,7.7057E5,7.9061E5,8.3886E5,8.6148E5,8.7183E5,8.0912E5,8.8878E5,3.8989E5,5.5568E5,4.4218E5,4.9542E5,4.8995E5,5.1813E5,5.2521E5,5.4376E5,4.8733E5,5.4687E5,1.00:1.43:1.13:1.27:1.26:1.33:1.35:1.39:1.25:1.40,5.8143E5,8.534E5,7.0002E5,7.7057E5,7.9061E5,8.3886E5,8.6148E5,8.7183E5,8.0912E5,8.8878E5,3.8989E5,5.5568E5,4.4218E5,4.9542E5,4.8995E5,5.1813E5,5.2521E5,5.4376E5,4.8733E5,5.4687E5,1.00:1.43:1.13:1.27:1.26:1.33:1.35:1.39:1.25:1.40,37655,Immunoglobulin heavy constant alpha 1 OS=Homo sapiens OX=9606 GN=IGHA1 PE=1 SV=2
65,44,O43866|CD5L_HUMAN,19.74,32,8,8,Carbamidomethylation,2.9526E4,5.4962E4,3.9942E4,4.2999E4,3.7738E4,3.6014E4,3.7796E4,3.7585E4,3.4835E4,3.7456E4,1.7749E4,3.5382E4,2.6102E4,2.5862E4,1.9498E4,1.6709E4,1.7055E4,1.6613E4,1.5673E4,1.6895E4,1.00:1.99:1.47:1.46:1.10:0.94:0.96:0.94:0.88:0.95,2.9526E4,5.4962E4,3.9942E4,4.2999E4,3.7738E4,3.6014E4,3.7796E4,3.7585E4,3.4835E4,3.7456E4,1.7749E4,3.5382E4,2.6102E4,2.5862E4,1.9498E4,1.6709E4,1.7055E4,1.6613E4,1.5673E4,1.6895E4,1.00:1.99:1.47:1.46:1.10:0.94:0.96:0.94:0.88:0.95,38088,CD5 antigen-like OS=Homo sapiens OX=9606 GN=CD5L PE=1 SV=1
84,130,P01594|KV133_HUMAN,18.63,29,2,1,Iodination,5.3266E3,8.8622E3,7.6082E3,9.049E3,1.1017E4,1.254E4,1.2442E4,1.2668E4,1.0753E4,1.1945E4,4.981E3,8.8622E3,6.9009E3,8.6348E3,1.1017E4,1.254E4,1.2442E4,1.2325E4,1.0753E4,1.1945E4,1.00:1.78:1.39:1.73:2.21:2.52:2.50:2.47:2.16:2.40,5.3266E3,8.8622E3,7.6082E3,9.049E3,1.1017E4,1.254E4,1.2442E4,1.2668E4,1.0753E4,1.1945E4,4.981E3,8.8622E3,6.9009E3,8.6348E3,1.1017E4,1.254E4,1.2442E4,1.2325E4,1.0753E4,1.1945E4,1.00:1.78:1.39:1.73:2.21:2.52:2.50:2.47:2.16:2.40,12848,Immunoglobulin kappa variable 1-33 OS=Homo sapiens OX=9606 GN=IGKV1-33 PE=1 SV=2
84,131,P01593|KVD33_HUMAN,18.63,29,2,1,Iodination,5.3266E3,8.8622E3,7.6082E3,9.049E3,1.1017E4,1.254E4,1.2442E4,1.2668E4,1.0753E4,1.1945E4,4.981E3,8.8622E3,6.9009E3,8.6348E3,1.1017E4,1.254E4,1.2442E4,1.2325E4,1.0753E4,1.1945E4,1.00:1.78:1.39:1.73:2.21:2.52:2.50:2.47:2.16:2.40,5.3266E3,8.8622E3,7.6082E3,9.049E3,1.1017E4,1.254E4,1.2442E4,1.2668E4,1.0753E4,1.1945E4,4.981E3,8.8622E3,6.9009E3,8.6348E3,1.1017E4,1.254E4,1.2442E4,1.2325E4,1.0753E4,1.1945E4,1.00:1.78:1.39:1.73:2.21:2.52:2.50:2.47:2.16:2.40,12848,Immunoglobulin kappa variable 1D-33 OS=Homo sapiens OX=9606 GN=IGKV1D-33 PE=1 SV=2
77,98,A0A0J9YX35|HV64D_HUMAN,17.86,35,4,2,Carbamidomethylation,1.3808E3,1.9054E3,7.6696E3,7.7517E3,8.5991E3,6.8691E3,4.1355E3,3.567E3,2.8624E3,2.0865E3,1.3808E3,1.9054E3,7.6696E3,7.7517E3,8.5991E3,6.8691E3,4.1355E3,3.567E3,2.8624E3,2.0865E3,1.00:1.38:5.55:5.61:6.23:4.97:3.00:2.58:2.07:1.51,1.3808E3,1.9054E3,7.6696E3,7.7517E3,8.5991E3,6.8691E3,4.1355E3,3.567E3,2.8624E3,2.0865E3,1.3808E3,1.9054E3,7.6696E3,7.7517E3,8.5991E3,6.8691E3,4.1355E3,3.567E3,2.8624E3,2.0865E3,1.00:1.38:5.55:5.61:6.23:4.97:3.00:2.58:2.07:1.51,12823,Immunoglobulin heavy variable 3-64D OS=Homo sapiens OX=9606 GN=IGHV3-64D PE=3 SV=1
166,304,Q9UEY8|ADDG_HUMAN,17.49,2,1,1,,0,0,1.9458E3,4.8141E2,3.3001E5,6.9432E3,1.7997E5,1.7285E5,1.4811E5,0,0,0,1.9458E3,4.8141E2,3.3001E5,6.9432E3,1.7997E5,1.7285E5,1.4811E5,0,-:-:64.00:64.00:64.00:64.00:64.00:64.00:64.00:-,0,0,1.9458E3,4.8141E2,3.3001E5,6.9432E3,1.7997E5,1.7285E5,1.4811E5,0,0,0,1.9458E3,4.8141E2,3.3001E5,6.9432E3,1.7997E5,1.7285E5,1.4811E5,0,-:-:64.00:64.00:64.00:64.00:64.00:64.00:64.00:-,79155,Gamma-adducin OS=Homo sapiens OX=9606 GN=ADD3 PE=1 SV=1
46,32,P01042|KNG1_HUMAN,17.08,31,16,16,Carbamidomethylation; Pyro-glu from Q; Iodination; Di-Iodination,8.2037E4,1.1914E5,7.7214E4,8.5829E4,9.5364E4,1.0614E5,1.125E5,1.1643E5,1.1099E5,1.1821E5,4.1939E4,5.793E4,4.511E4,5.1991E4,5.7303E4,6.0112E4,6.2107E4,6.2677E4,5.5482E4,6.1923E4,1.00:1.38:1.08:1.24:1.37:1.43:1.48:1.49:1.32:1.48,8.2037E4,1.1914E5,7.7214E4,8.5829E4,9.5364E4,1.0614E5,1.125E5,1.1643E5,1.1099E5,1.1821E5,4.1939E4,5.793E4,4.511E4,5.1991E4,5.7303E4,6.0112E4,6.2107E4,6.2677E4,5.5482E4,6.1923E4,1.00:1.38:1.08:1.24:1.37:1.43:1.48:1.49:1.32:1.48,71957,Kininogen-1 OS=Homo sapiens OX=9606 GN=KNG1 PE=1 SV=2
17,10,P00738|HPT_HUMAN,17.04,67,31,10,Carbamidomethylation; Oxidation (M); Pyro-glu from Q; Iodination; Di-Iodination,3.4028E5,5.552E5,3.7553E5,3.6209E5,4.0019E5,4.3587E5,4.3354E5,4.8247E5,4.6924E5,4.8677E5,1.5383E5,2.3188E5,1.7316E5,1.8537E5,2.2086E5,2.499E5,2.724E5,2.778E5,2.7095E5,2.7857E5,1.00:1.51:1.13:1.21:1.44:1.62:1.77:1.81:1.76:1.81,3.4028E5,5.552E5,3.7553E5,3.6209E5,4.0019E5,4.3587E5,4.3354E5,4.8247E5,4.6924E5,4.8677E5,1.5383E5,2.3188E5,1.7316E5,1.8537E5,2.2086E5,2.499E5,2.724E5,2.778E5,2.7095E5,2.7857E5,1.00:1.51:1.13:1.21:1.44:1.62:1.77:1.81:1.76:1.81,45205,Haptoglobin OS=Homo sapiens OX=9606 GN=HP PE=1 SV=1
91,106,P43652|AFAM_HUMAN,16.84,7,3,3,Carbamidomethylation,5.5859E3,9.7118E3,6.381E3,8.3523E3,9.278E3,1.008E4,1.0595E4,1.1289E4,9.5787E3,1.1538E4,5.5859E3,9.7118E3,6.381E3,8.3523E3,9.278E3,1.008E4,1.0595E4,1.1289E4,9.5787E3,1.1538E4,1.00:1.74:1.14:1.50:1.66:1.80:1.90:2.02:1.71:2.07,5.5859E3,9.7118E3,6.381E3,8.3523E3,9.278E3,1.008E4,1.0595E4,1.1289E4,9.5787E3,1.1538E4,5.5859E3,9.7118E3,6.381E3,8.3523E3,9.278E3,1.008E4,1.0595E4,1.1289E4,9.5787E3,1.1538E4,1.00:1.74:1.14:1.50:1.66:1.80:1.90:2.02:1.71:2.07,69069,Afamin OS=Homo sapiens OX=9606 GN=AFM PE=1 SV=1
175,311,Q76M96|CCD80_HUMAN,16.62,1,1,1,,6.2875E3,3.164E3,5.0236E3,3.1179E3,3.5152E3,2.8338E3,2.3362E3,0,0,2.935E3,6.2875E3,3.164E3,5.0236E3,3.1179E3,3.5152E3,2.8338E3,2.3362E3,0,0,2.935E3,1.00:0.50:0.80:0.50:0.56:0.45:0.37:0:0:0.47,6.2875E3,3.164E3,5.0236E3,3.1179E3,3.5152E3,2.8338E3,2.3362E3,0,0,2.935E3,6.2875E3,3.164E3,5.0236E3,3.1179E3,3.5152E3,2.8338E3,2.3362E3,0,0,2.935E3,1.00:0.50:0.80:0.50:0.56:0.45:0.37:0:0:0.47,108174,Coiled-coil domain-containing protein 80 OS=Homo sapiens OX=9606 GN=CCDC80 PE=1 SV=1
