Protein Group,Protein ID,Accession,Significance,Coverage (%),#Peptides,#Unique,PTM,s3_0 Area,s3_075 Area,s3_150 Area,s3_225 Area,s3_3 Area,s3_375 Area,s3_450 Area,s3_525 Area,s3_6 Area,s3_620 Area,s3_0 Area (top-3 peptides),s3_075 Area (top-3 peptides),s3_150 Area (top-3 peptides),s3_225 Area (top-3 peptides),s3_3 Area (top-3 peptides),s3_375 Area (top-3 peptides),s3_450 Area (top-3 peptides),s3_525 Area (top-3 peptides),s3_6 Area (top-3 peptides),s3_620 Area (top-3 peptides),Sample Profile (Ratio),0 Area,075 Area,150 Area,225 Area,3 Area,375 Area,450 Area,525 Area,6 Area,620 Area,0 Area (top-3 peptides),075 Area (top-3 peptides),150 Area (top-3 peptides),225 Area (top-3 peptides),3 Area (top-3 peptides),375 Area (top-3 peptides),450 Area (top-3 peptides),525 Area (top-3 peptides),6 Area (top-3 peptides),620 Area (top-3 peptides),Group Profile (Ratio),Avg. Mass,Description
102,112,P02750|A2GL_HUMAN,22.30,8,3,3,,6.1869E3,3.4148E3,2.8419E3,2.9495E3,3.023E3,5.2258E3,5.6308E3,5.3663E3,6.0224E3,6.3245E3,6.1869E3,3.4148E3,2.8419E3,2.9495E3,3.023E3,5.2258E3,5.6308E3,5.3663E3,6.0224E3,6.3245E3,1.00:0.55:0.46:0.48:0.49:0.84:0.91:0.87:0.97:1.02,6.1869E3,3.4148E3,2.8419E3,2.9495E3,3.023E3,5.2258E3,5.6308E3,5.3663E3,6.0224E3,6.3245E3,6.1869E3,3.4148E3,2.8419E3,2.9495E3,3.023E3,5.2258E3,5.6308E3,5.3663E3,6.0224E3,6.3245E3,1.00:0.55:0.46:0.48:0.49:0.84:0.91:0.87:0.97:1.02,38178,Leucine-rich alpha-2-glycoprotein OS=Homo sapiens OX=9606 GN=LRG1 PE=1 SV=2
77,73,P19652|A1AG2_HUMAN,20.49,26,5,2,Carbamidomethylation; Iodination,1.406E4,7.658E3,7.364E3,1.2561E4,1.1447E4,1.2748E4,8.0746E3,8.7238E3,1.2093E4,1.2542E4,7.125E3,2.6077E3,3.3353E3,5.6923E3,7.4976E3,9.4102E3,7.7123E3,8.342E3,1.1335E4,1.1912E4,1.00:0.37:0.47:0.80:1.05:1.32:1.08:1.17:1.59:1.67,1.406E4,7.658E3,7.364E3,1.2561E4,1.1447E4,1.2748E4,8.0746E3,8.7238E3,1.2093E4,1.2542E4,7.125E3,2.6077E3,3.3353E3,5.6923E3,7.4976E3,9.4102E3,7.7123E3,8.342E3,1.1335E4,1.1912E4,1.00:0.37:0.47:0.80:1.05:1.32:1.08:1.17:1.59:1.67,23603,Alpha-1-acid glycoprotein 2 OS=Homo sapiens OX=9606 GN=ORM2 PE=1 SV=2
4,7,P01023|A2MG_HUMAN,20.21,55,69,69,Carbamidomethylation; Oxidation (M); Pyro-glu from Q; Iodination; Di-Iodination,2.1376E6,1.6516E6,1.5019E6,1.779E6,1.6504E6,1.8275E6,1.4957E6,1.5154E6,1.7194E6,1.7174E6,3.9377E5,3.0768E5,2.7488E5,3.3281E5,3.3756E5,3.7169E5,2.9067E5,3.0442E5,3.3688E5,3.3413E5,1.00:0.78:0.70:0.85:0.86:0.94:0.74:0.77:0.86:0.85,2.1376E6,1.6516E6,1.5019E6,1.779E6,1.6504E6,1.8275E6,1.4957E6,1.5154E6,1.7194E6,1.7174E6,3.9377E5,3.0768E5,2.7488E5,3.3281E5,3.3756E5,3.7169E5,2.9067E5,3.0442E5,3.3688E5,3.3413E5,1.00:0.78:0.70:0.85:0.86:0.94:0.74:0.77:0.86:0.85,163290,Alpha-2-macroglobulin OS=Homo sapiens OX=9606 GN=A2M PE=1 SV=3
11,23,P01859|IGHG2_HUMAN,19.83,69,30,7,Carbamidomethylation; Oxidation (M); Iodination; Sulfonic acid on Cysteine; Di-Iodination,1.3349E6,1.3968E6,1.3459E6,1.1757E6,1.2342E6,9.4679E5,1.4089E6,1.3405E6,1.417E6,1.4814E6,9.6728E5,9.3233E5,8.4823E5,7.9235E5,7.5368E5,6.7808E5,7.527E5,7.4221E5,7.6717E5,7.6699E5,1.00:0.96:0.88:0.82:0.78:0.70:0.78:0.77:0.79:0.79,1.3349E6,1.3968E6,1.3459E6,1.1757E6,1.2342E6,9.4679E5,1.4089E6,1.3405E6,1.417E6,1.4814E6,9.6728E5,9.3233E5,8.4823E5,7.9235E5,7.5368E5,6.7808E5,7.527E5,7.4221E5,7.6717E5,7.6699E5,1.00:0.96:0.88:0.82:0.78:0.70:0.78:0.77:0.79:0.79,35901,Immunoglobulin heavy constant gamma 2 OS=Homo sapiens OX=9606 GN=IGHG2 PE=1 SV=2
14,8,P01008|ANT3_HUMAN,19.77,66,33,33,Carbamidomethylation; Iodination,2.5811E5,1.7556E5,1.6003E5,2.1075E5,2.4425E5,2.5335E5,2.5593E5,2.7266E5,2.9922E5,3.0386E5,6.5929E4,6.4199E4,6.0348E4,6.7207E4,7.5004E4,4.9242E4,8.8281E4,9.53E4,9.3939E4,1.0166E5,1.00:0.97:0.92:1.02:1.14:0.75:1.34:1.45:1.42:1.54,2.5811E5,1.7556E5,1.6003E5,2.1075E5,2.4425E5,2.5335E5,2.5593E5,2.7266E5,2.9922E5,3.0386E5,6.5929E4,6.4199E4,6.0348E4,6.7207E4,7.5004E4,4.9242E4,8.8281E4,9.53E4,9.3939E4,1.0166E5,1.00:0.97:0.92:1.02:1.14:0.75:1.34:1.45:1.42:1.54,52602,Antithrombin-III OS=Homo sapiens OX=9606 GN=SERPINC1 PE=1 SV=1
89,91,P02649|APOE_HUMAN,18.43,15,3,3,,1.9936E4,3.3879E4,4.978E4,3.3456E4,2.1813E4,1.7841E4,3.1433E4,2.749E4,2.4883E4,2.7427E4,1.9936E4,3.3879E4,4.978E4,3.3456E4,2.1813E4,1.7841E4,3.1433E4,2.749E4,2.4883E4,2.7427E4,1.00:1.70:2.50:1.68:1.09:0.89:1.58:1.38:1.25:1.38,1.9936E4,3.3879E4,4.978E4,3.3456E4,2.1813E4,1.7841E4,3.1433E4,2.749E4,2.4883E4,2.7427E4,1.9936E4,3.3879E4,4.978E4,3.3456E4,2.1813E4,1.7841E4,3.1433E4,2.749E4,2.4883E4,2.7427E4,1.00:1.70:2.50:1.68:1.09:0.89:1.58:1.38:1.25:1.38,36154,Apolipoprotein E OS=Homo sapiens OX=9606 GN=APOE PE=1 SV=1
24,20,P00450|CERU_HUMAN,17.44,31,23,23,Carbamidomethylation; Iodination; Di-Iodination,2.453E5,1.9941E5,1.7131E5,1.6657E5,1.4733E5,1.1272E5,1.212E5,1.2187E5,1.3818E5,1.4093E5,7.4422E4,6.4733E4,5.8416E4,4.5657E4,3.9215E4,2.8725E4,3.5122E4,3.4657E4,3.8433E4,3.8719E4,1.00:0.87:0.78:0.61:0.53:0.39:0.47:0.47:0.52:0.52,2.453E5,1.9941E5,1.7131E5,1.6657E5,1.4733E5,1.1272E5,1.212E5,1.2187E5,1.3818E5,1.4093E5,7.4422E4,6.4733E4,5.8416E4,4.5657E4,3.9215E4,2.8725E4,3.5122E4,3.4657E4,3.8433E4,3.8719E4,1.00:0.87:0.78:0.61:0.53:0.39:0.47:0.47:0.52:0.52,122205,Ceruloplasmin OS=Homo sapiens OX=9606 GN=CP PE=1 SV=1
113,175,P08185|CBG_HUMAN,17.34,4,2,2,,5.0998E3,3.3366E3,9.8731E2,4.5969E3,1.9512E3,4.8815E3,1.0366E3,1.4533E3,1.0049E3,8.5757E2,5.0998E3,3.3366E3,9.8731E2,4.5969E3,1.9512E3,4.8815E3,1.0366E3,1.4533E3,1.0049E3,8.5757E2,1.00:0.65:0.19:0.90:0.38:0.96:0.20:0.28:0.20:0.17,5.0998E3,3.3366E3,9.8731E2,4.5969E3,1.9512E3,4.8815E3,1.0366E3,1.4533E3,1.0049E3,8.5757E2,5.0998E3,3.3366E3,9.8731E2,4.5969E3,1.9512E3,4.8815E3,1.0366E3,1.4533E3,1.0049E3,8.5757E2,1.00:0.65:0.19:0.90:0.38:0.96:0.20:0.28:0.20:0.17,45141,Corticosteroid-binding globulin OS=Homo sapiens OX=9606 GN=SERPINA6 PE=1 SV=1
57,43,O43866|CD5L_HUMAN,16.54,35,9,9,Carbamidomethylation,4.7341E4,4.5888E4,4.284E4,4.4238E4,3.4598E4,3.2371E4,6.4143E4,6.5192E4,3.7221E4,3.902E4,2.6262E4,2.7524E4,2.3957E4,2.692E4,1.4879E4,1.4184E4,4.2162E4,4.4437E4,1.478E4,1.5559E4,1.00:1.05:0.91:1.03:0.57:0.54:1.61:1.69:0.56:0.59,4.7341E4,4.5888E4,4.284E4,4.4238E4,3.4598E4,3.2371E4,6.4143E4,6.5192E4,3.7221E4,3.902E4,2.6262E4,2.7524E4,2.3957E4,2.692E4,1.4879E4,1.4184E4,4.2162E4,4.4437E4,1.478E4,1.5559E4,1.00:1.05:0.91:1.03:0.57:0.54:1.61:1.69:0.56:0.59,38088,CD5 antigen-like OS=Homo sapiens OX=9606 GN=CD5L PE=1 SV=1
25,13,P19823|ITIH2_HUMAN,16.37,35,25,25,Oxidation (M); Iodination; Di-Iodination,2.2273E5,1.7752E5,1.446E5,1.6377E5,1.711E5,1.7844E5,1.7043E5,1.7605E5,1.9022E5,1.9196E5,9.9352E4,8.5211E4,7.0481E4,6.7406E4,7.4846E4,7.2968E4,7.763E4,8.0168E4,8.6127E4,8.809E4,1.00:0.86:0.71:0.68:0.75:0.73:0.78:0.81:0.87:0.89,2.2273E5,1.7752E5,1.446E5,1.6377E5,1.711E5,1.7844E5,1.7043E5,1.7605E5,1.9022E5,1.9196E5,9.9352E4,8.5211E4,7.0481E4,6.7406E4,7.4846E4,7.2968E4,7.763E4,8.0168E4,8.6127E4,8.809E4,1.00:0.86:0.71:0.68:0.75:0.73:0.78:0.81:0.87:0.89,106463,Inter-alpha-trypsin inhibitor heavy chain H2 OS=Homo sapiens OX=9606 GN=ITIH2 PE=1 SV=2
26,22,P04217|A1BG_HUMAN,16.12,53,17,17,Carbamidomethylation; Iodination; Sulphone; Iodination-W; Di-Iodination,3.5926E5,3.0065E5,2.4276E5,2.4478E5,2.7776E5,2.7802E5,3.0954E5,3.0614E5,3.2363E5,3.4091E5,1.3563E5,1.0573E5,7.8273E4,7.6734E4,9.5518E4,9.5768E4,1.1496E5,1.0963E5,1.1764E5,1.2562E5,1.00:0.78:0.58:0.57:0.70:0.71:0.85:0.81:0.87:0.93,3.5926E5,3.0065E5,2.4276E5,2.4478E5,2.7776E5,2.7802E5,3.0954E5,3.0614E5,3.2363E5,3.4091E5,1.3563E5,1.0573E5,7.8273E4,7.6734E4,9.5518E4,9.5768E4,1.1496E5,1.0963E5,1.1764E5,1.2562E5,1.00:0.78:0.58:0.57:0.70:0.71:0.85:0.81:0.87:0.93,54254,Alpha-1B-glycoprotein OS=Homo sapiens OX=9606 GN=A1BG PE=1 SV=4
3,2,P01024|CO3_HUMAN,16.10,59,93,92,Carbamidomethylation; Oxidation (M); Iodination; Di-Iodination,1.3951E6,1.226E6,1.2402E6,1.2902E6,1.3159E6,1.2381E6,1.1885E6,1.2074E6,1.2904E6,1.31E6,3.1113E5,2.9728E5,2.9527E5,2.9085E5,3.098E5,2.6018E5,3.1829E5,3.0826E5,3.4322E5,3.5536E5,1.00:0.96:0.95:0.93:1.00:0.84:1.02:0.99:1.10:1.14,1.3951E6,1.226E6,1.2402E6,1.2902E6,1.3159E6,1.2381E6,1.1885E6,1.2074E6,1.2904E6,1.31E6,3.1113E5,2.9728E5,2.9527E5,2.9085E5,3.098E5,2.6018E5,3.1829E5,3.0826E5,3.4322E5,3.5536E5,1.00:0.96:0.95:0.93:1.00:0.84:1.02:0.99:1.10:1.14,187147,Complement C3 OS=Homo sapiens OX=9606 GN=C3 PE=1 SV=2
135,610,Q8WZ42|TITIN_HUMAN,15.89,0,1,1,,5.3155E3,7.57E3,1.281E4,5.4053E3,8.8838E2,6.4435E2,1.2229E4,6.2208E3,7.4926E3,4.9018E2,5.3155E3,7.57E3,1.281E4,5.4053E3,8.8838E2,6.4435E2,1.2229E4,6.2208E3,7.4926E3,4.9018E2,1.00:1.42:2.41:1.02:0.17:0.12:2.30:1.17:1.41:0.09,5.3155E3,7.57E3,1.281E4,5.4053E3,8.8838E2,6.4435E2,1.2229E4,6.2208E3,7.4926E3,4.9018E2,5.3155E3,7.57E3,1.281E4,5.4053E3,8.8838E2,6.4435E2,1.2229E4,6.2208E3,7.4926E3,4.9018E2,1.00:1.42:2.41:1.02:0.17:0.12:2.30:1.17:1.41:0.09,3815922,Titin OS=Homo sapiens OX=9606 GN=TTN PE=1 SV=4
84,95,P01019|ANGT_HUMAN,15.87,8,3,3,,1.1026E4,8.7786E3,6.6471E3,1.0886E4,1.0501E4,1.3672E4,7.1705E3,8.4671E3,8.3538E3,8.5706E3,1.1026E4,8.7786E3,6.6471E3,1.0886E4,1.0501E4,1.3672E4,7.1705E3,8.4671E3,8.3538E3,8.5706E3,1.00:0.80:0.60:0.99:0.95:1.24:0.65:0.77:0.76:0.78,1.1026E4,8.7786E3,6.6471E3,1.0886E4,1.0501E4,1.3672E4,7.1705E3,8.4671E3,8.3538E3,8.5706E3,1.1026E4,8.7786E3,6.6471E3,1.0886E4,1.0501E4,1.3672E4,7.1705E3,8.4671E3,8.3538E3,8.5706E3,1.00:0.80:0.60:0.99:0.95:1.24:0.65:0.77:0.76:0.78,53154,Angiotensinogen OS=Homo sapiens OX=9606 GN=AGT PE=1 SV=1
29,36,P02749|APOH_HUMAN,15.76,56,16,16,Carbamidomethylation; Iodination; Di-Iodination,1.7847E5,1.6449E5,1.9036E5,1.8801E5,1.8055E5,1.6861E5,1.6844E5,1.4987E5,1.4835E5,1.4443E5,9.1112E4,7.1459E4,6.699E4,8.5881E4,8.7776E4,9.0197E4,7.558E4,6.9562E4,7.1978E4,7.1418E4,1.00:0.78:0.74:0.94:0.96:0.99:0.83:0.76:0.79:0.78,1.7847E5,1.6449E5,1.9036E5,1.8801E5,1.8055E5,1.6861E5,1.6844E5,1.4987E5,1.4835E5,1.4443E5,9.1112E4,7.1459E4,6.699E4,8.5881E4,8.7776E4,9.0197E4,7.558E4,6.9562E4,7.1978E4,7.1418E4,1.00:0.78:0.74:0.94:0.96:0.99:0.83:0.76:0.79:0.78,38298,Beta-2-glycoprotein 1 OS=Homo sapiens OX=9606 GN=APOH PE=1 SV=3
42,44,P00739|HPTR_HUMAN,15.07,33,21,1,Carbamidomethylation; Iodination; Di-Iodination,4.1426E3,3.7959E3,2.3808E3,1.8512E3,2.2213E3,3.6386E3,4.3254E3,4.4002E3,4.9603E3,5.7269E3,1.6026E3,1.8066E3,1.0335E3,1.8512E3,2.2213E3,3.6386E3,3.2739E3,3.4408E3,3.8731E3,4.0621E3,1.00:1.13:0.64:1.16:1.39:2.27:2.04:2.15:2.42:2.53,4.1426E3,3.7959E3,2.3808E3,1.8512E3,2.2213E3,3.6386E3,4.3254E3,4.4002E3,4.9603E3,5.7269E3,1.6026E3,1.8066E3,1.0335E3,1.8512E3,2.2213E3,3.6386E3,3.2739E3,3.4408E3,3.8731E3,4.0621E3,1.00:1.13:0.64:1.16:1.39:2.27:2.04:2.15:2.42:2.53,39030,Haptoglobin-related protein OS=Homo sapiens OX=9606 GN=HPR PE=2 SV=2
53,57,P69905|HBA_HUMAN,15.05,63,9,9,Iodination,2.8612E5,2.3261E5,2.345E5,2.8014E5,2.8547E5,2.6203E5,2.8119E5,2.6873E5,3.0062E5,2.903E5,1.8304E5,1.421E5,1.512E5,1.8463E5,1.9864E5,1.8493E5,1.8617E5,1.8124E5,1.9698E5,1.9155E5,1.00:0.78:0.83:1.01:1.09:1.01:1.02:0.99:1.08:1.05,2.8612E5,2.3261E5,2.345E5,2.8014E5,2.8547E5,2.6203E5,2.8119E5,2.6873E5,3.0062E5,2.903E5,1.8304E5,1.421E5,1.512E5,1.8463E5,1.9864E5,1.8493E5,1.8617E5,1.8124E5,1.9698E5,1.9155E5,1.00:0.78:0.83:1.01:1.09:1.01:1.02:0.99:1.08:1.05,15258,Hemoglobin subunit alpha OS=Homo sapiens OX=9606 GN=HBA1 PE=1 SV=2
171,375,Q9UER7|DAXX_HUMAN,14.74,2,1,1,,1.3853E4,1.6935E4,1.7035E4,1.0064E4,0,0,2.0405E4,1.6033E4,1.3994E4,1.6973E4,1.3853E4,1.6935E4,1.7035E4,1.0064E4,0,0,2.0405E4,1.6033E4,1.3994E4,1.6973E4,1.00:1.22:1.23:0.73:0:0:1.47:1.16:1.01:1.23,1.3853E4,1.6935E4,1.7035E4,1.0064E4,0,0,2.0405E4,1.6033E4,1.3994E4,1.6973E4,1.3853E4,1.6935E4,1.7035E4,1.0064E4,0,0,2.0405E4,1.6033E4,1.3994E4,1.6973E4,1.00:1.22:1.23:0.73:0:0:1.47:1.16:1.01:1.23,81373,Death domain-associated protein 6 OS=Homo sapiens OX=9606 GN=DAXX PE=1 SV=2
150,461,Q5T4S7|UBR4_HUMAN,14.68,0,1,1,Carbamidomethylation,2.5804E3,1.5644E3,2.0401E2,2.329E3,2.0815E3,3.8378E3,1.0573E3,1.04E3,9.045E2,1.2825E3,2.5804E3,1.5644E3,2.0401E2,2.329E3,2.0815E3,3.8378E3,1.0573E3,1.04E3,9.045E2,1.2825E3,1.00:0.61:0.08:0.90:0.81:1.49:0.41:0.40:0.35:0.50,2.5804E3,1.5644E3,2.0401E2,2.329E3,2.0815E3,3.8378E3,1.0573E3,1.04E3,9.045E2,1.2825E3,2.5804E3,1.5644E3,2.0401E2,2.329E3,2.0815E3,3.8378E3,1.0573E3,1.04E3,9.045E2,1.2825E3,1.00:0.61:0.08:0.90:0.81:1.49:0.41:0.40:0.35:0.50,573849,E3 ubiquitin-protein ligase UBR4 OS=Homo sapiens OX=9606 GN=UBR4 PE=1 SV=1
32,38,P68871|HBB_HUMAN,14.03,95,14,7,Carbamidomethylation; Iodination; Sulfonic acid on Cysteine; Di-Iodination,1.5532E5,1.1964E5,1.1011E5,1.292E5,1.3745E5,1.4944E5,1.2282E5,1.2006E5,1.3551E5,1.3915E5,1.3527E5,1.1209E5,1.0169E5,1.1973E5,1.2618E5,1.2677E5,1.1027E5,1.0737E5,1.2073E5,1.243E5,1.00:0.83:0.75:0.89:0.93:0.94:0.82:0.79:0.89:0.92,1.5532E5,1.1964E5,1.1011E5,1.292E5,1.3745E5,1.4944E5,1.2282E5,1.2006E5,1.3551E5,1.3915E5,1.3527E5,1.1209E5,1.0169E5,1.1973E5,1.2618E5,1.2677E5,1.1027E5,1.0737E5,1.2073E5,1.243E5,1.00:0.83:0.75:0.89:0.93:0.94:0.82:0.79:0.89:0.92,15998,Hemoglobin subunit beta OS=Homo sapiens OX=9606 GN=HBB PE=1 SV=2
75,81,A0A0C4DH42|HV366_HUMAN,14.00,45,5,1,Carbamidomethylation; Iodination,9.6376E3,8.1199E3,7.4114E3,9.3183E3,2.6446E4,2.7103E4,7.1344E3,7.3056E3,7.1391E3,2.712E4,9.6376E3,8.1199E3,7.4114E3,9.3183E3,2.6446E4,2.7103E4,7.1344E3,7.3056E3,7.1391E3,2.712E4,1.00:0.84:0.77:0.97:2.74:2.81:0.74:0.76:0.74:2.81,9.6376E3,8.1199E3,7.4114E3,9.3183E3,2.6446E4,2.7103E4,7.1344E3,7.3056E3,7.1391E3,2.712E4,9.6376E3,8.1199E3,7.4114E3,9.3183E3,2.6446E4,2.7103E4,7.1344E3,7.3056E3,7.1391E3,2.712E4,1.00:0.84:0.77:0.97:2.74:2.81:0.74:0.76:0.74:2.81,12698,Immunoglobulin heavy variable 3-66 OS=Homo sapiens OX=9606 GN=IGHV3-66 PE=3 SV=1
176,455,Q92614|MY18A_HUMAN,13.97,1,1,1,,3.0759E3,4.213E3,2.6846E3,2.3158E3,4.0864E2,1.8935E3,2.8502E3,2.8269E3,3.1167E3,1.4786E3,3.0759E3,4.213E3,2.6846E3,2.3158E3,4.0864E2,1.8935E3,2.8502E3,2.8269E3,3.1167E3,1.4786E3,1.00:1.37:0.87:0.75:0.13:0.62:0.93:0.92:1.01:0.48,3.0759E3,4.213E3,2.6846E3,2.3158E3,4.0864E2,1.8935E3,2.8502E3,2.8269E3,3.1167E3,1.4786E3,3.0759E3,4.213E3,2.6846E3,2.3158E3,4.0864E2,1.8935E3,2.8502E3,2.8269E3,3.1167E3,1.4786E3,1.00:1.37:0.87:0.75:0.13:0.62:0.93:0.92:1.01:0.48,233113,Unconventional myosin-XVIIIa OS=Homo sapiens OX=9606 GN=MYO18A PE=1 SV=3
65,63,P27169|PON1_HUMAN,13.88,20,6,6,Carbamidomethylation,2.2961E4,1.5232E4,1.5407E4,2.2132E4,2.176E4,2.5571E4,1.8958E4,2.0835E4,2.3571E4,2.3804E4,1.8468E4,1.2623E4,1.1992E4,1.7697E4,1.7407E4,2.0695E4,1.4355E4,1.6148E4,1.8081E4,1.8049E4,1.00:0.68:0.65:0.96:0.94:1.12:0.78:0.87:0.98:0.98,2.2961E4,1.5232E4,1.5407E4,2.2132E4,2.176E4,2.5571E4,1.8958E4,2.0835E4,2.3571E4,2.3804E4,1.8468E4,1.2623E4,1.1992E4,1.7697E4,1.7407E4,2.0695E4,1.4355E4,1.6148E4,1.8081E4,1.8049E4,1.00:0.68:0.65:0.96:0.94:1.12:0.78:0.87:0.98:0.98,39731,Serum paraoxonase/arylesterase 1 OS=Homo sapiens OX=9606 GN=PON1 PE=1 SV=3
166,328,O60603|TLR2_HUMAN,13.73,1,1,1,,1.6394E3,1.4513E3,7.9635E2,1.4456E3,1.0141E3,8.7717E2,3.342E2,2.486E2,0,1.6594E2,1.6394E3,1.4513E3,7.9635E2,1.4456E3,1.0141E3,8.7717E2,3.342E2,2.486E2,0,1.6594E2,1.00:0.89:0.49:0.88:0.62:0.54:0.20:0.15:0:0.10,1.6394E3,1.4513E3,7.9635E2,1.4456E3,1.0141E3,8.7717E2,3.342E2,2.486E2,0,1.6594E2,1.6394E3,1.4513E3,7.9635E2,1.4456E3,1.0141E3,8.7717E2,3.342E2,2.486E2,0,1.6594E2,1.00:0.89:0.49:0.88:0.62:0.54:0.20:0.15:0:0.10,89838,Toll-like receptor 2 OS=Homo sapiens OX=9606 GN=TLR2 PE=1 SV=1
109,121,P05546|HEP2_HUMAN,13.52,5,3,3,,1.0696E4,8.4771E3,7.0184E3,1.0479E4,1.1158E4,1.4139E4,7.2318E3,9.2882E3,7.6214E3,1.0313E4,1.0696E4,8.4771E3,7.0184E3,1.0479E4,1.1158E4,1.4139E4,7.2318E3,9.2882E3,7.6214E3,1.0313E4,1.00:0.79:0.66:0.98:1.04:1.32:0.68:0.87:0.71:0.96,1.0696E4,8.4771E3,7.0184E3,1.0479E4,1.1158E4,1.4139E4,7.2318E3,9.2882E3,7.6214E3,1.0313E4,1.0696E4,8.4771E3,7.0184E3,1.0479E4,1.1158E4,1.4139E4,7.2318E3,9.2882E3,7.6214E3,1.0313E4,1.00:0.79:0.66:0.98:1.04:1.32:0.68:0.87:0.71:0.96,57071,Heparin cofactor 2 OS=Homo sapiens OX=9606 GN=SERPIND1 PE=1 SV=3
96,102,O14791|APOL1_HUMAN,12.76,7,3,3,,6.4676E3,4.7835E3,6.6135E3,5.9673E3,4.8006E3,7.405E3,8.8657E3,9.6921E3,1.107E4,1.17E4,6.4676E3,4.7835E3,6.6135E3,5.9673E3,4.8006E3,7.405E3,8.8657E3,9.6921E3,1.107E4,1.17E4,1.00:0.74:1.02:0.92:0.74:1.14:1.37:1.50:1.71:1.81,6.4676E3,4.7835E3,6.6135E3,5.9673E3,4.8006E3,7.405E3,8.8657E3,9.6921E3,1.107E4,1.17E4,6.4676E3,4.7835E3,6.6135E3,5.9673E3,4.8006E3,7.405E3,8.8657E3,9.6921E3,1.107E4,1.17E4,1.00:0.74:1.02:0.92:0.74:1.14:1.37:1.50:1.71:1.81,43974,Apolipoprotein L1 OS=Homo sapiens OX=9606 GN=APOL1 PE=1 SV=5
6,3,P01009|A1AT_HUMAN,12.46,78,49,49,Carbamidomethylation; Oxidation (M); Iodination; Di-Iodination,2.3479E6,1.9985E6,1.6928E6,1.6902E6,1.8927E6,2.0174E6,1.8884E6,1.9272E6,2.1727E6,2.1195E6,6.909E5,5.9637E5,5.3057E5,5.4437E5,6.0105E5,6.2703E5,5.9186E5,5.8096E5,6.4261E5,6.466E5,1.00:0.86:0.77:0.79:0.87:0.91:0.86:0.84:0.93:0.94,2.3479E6,1.9985E6,1.6928E6,1.6902E6,1.8927E6,2.0174E6,1.8884E6,1.9272E6,2.1727E6,2.1195E6,6.909E5,5.9637E5,5.3057E5,5.4437E5,6.0105E5,6.2703E5,5.9186E5,5.8096E5,6.4261E5,6.466E5,1.00:0.86:0.77:0.79:0.87:0.91:0.86:0.84:0.93:0.94,46737,Alpha-1-antitrypsin OS=Homo sapiens OX=9606 GN=SERPINA1 PE=1 SV=3
33,42,P02765|FETUA_HUMAN,12.36,48,13,13,Carbamidomethylation; Iodination; Iodination-W,3.1987E5,2.1161E5,2.5847E5,2.0245E5,1.9991E5,2.203E5,2.7776E5,2.7104E5,3.2125E5,3.2372E5,1.4942E5,1.0076E5,1.294E5,1.0085E5,1.0197E5,1.225E5,1.2486E5,1.2905E5,1.4928E5,1.4782E5,1.00:0.67:0.87:0.67:0.68:0.82:0.84:0.86:1.00:0.99,3.1987E5,2.1161E5,2.5847E5,2.0245E5,1.9991E5,2.203E5,2.7776E5,2.7104E5,3.2125E5,3.2372E5,1.4942E5,1.0076E5,1.294E5,1.0085E5,1.0197E5,1.225E5,1.2486E5,1.2905E5,1.4928E5,1.4782E5,1.00:0.67:0.87:0.67:0.68:0.82:0.84:0.86:1.00:0.99,39341,Alpha-2-HS-glycoprotein OS=Homo sapiens OX=9606 GN=AHSG PE=1 SV=2
146,182,Q5VT06|CE350_HUMAN,12.23,1,1,1,Carbamidomethylation; Oxidation (M),2.9475E3,1.9907E3,7.8022E2,1.5053E3,1.2096E3,1.5778E3,2.8045E3,3.1684E3,4.3384E3,4.5301E3,2.9475E3,1.9907E3,7.8022E2,1.5053E3,1.2096E3,1.5778E3,2.8045E3,3.1684E3,4.3384E3,4.5301E3,1.00:0.68:0.26:0.51:0.41:0.54:0.95:1.07:1.47:1.54,2.9475E3,1.9907E3,7.8022E2,1.5053E3,1.2096E3,1.5778E3,2.8045E3,3.1684E3,4.3384E3,4.5301E3,2.9475E3,1.9907E3,7.8022E2,1.5053E3,1.2096E3,1.5778E3,2.8045E3,3.1684E3,4.3384E3,4.5301E3,1.00:0.68:0.26:0.51:0.41:0.54:0.95:1.07:1.47:1.54,350931,Centrosome-associated protein 350 OS=Homo sapiens OX=9606 GN=CEP350 PE=1 SV=1
83,105,P80748|LV321_HUMAN,12.10,36,3,2,Di-Iodination,2.8064E4,2.2036E4,1.8373E4,2.3707E4,2.3739E4,2.2079E4,2.4305E4,2.3461E4,2.693E4,2.9087E4,2.2534E4,1.7141E4,1.4902E4,2.0302E4,2.1233E4,2.016E4,2.3812E4,2.2935E4,2.648E4,2.8674E4,1.00:0.76:0.66:0.90:0.94:0.89:1.06:1.02:1.18:1.27,2.8064E4,2.2036E4,1.8373E4,2.3707E4,2.3739E4,2.2079E4,2.4305E4,2.3461E4,2.693E4,2.9087E4,2.2534E4,1.7141E4,1.4902E4,2.0302E4,2.1233E4,2.016E4,2.3812E4,2.2935E4,2.648E4,2.8674E4,1.00:0.76:0.66:0.90:0.94:0.89:1.06:1.02:1.18:1.27,12446,Immunoglobulin lambda variable 3-21 OS=Homo sapiens OX=9606 GN=IGLV3-21 PE=1 SV=2
